id,year,season_type,game_id,game_date,game_teams,period,result,shot_type,shot_value,shot_zone,shot_range,shot_distance,shot_xlocation,shot_ylocation,opponent
5112,2002-03,Regular Season,0020200726,"FEB 12, 2003",DAL @ MIL,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,102,132,MIL
5113,2002-03,Regular Season,0020200726,"FEB 12, 2003",DAL @ MIL,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,11,110,-13,MIL
5114,2002-03,Regular Season,0020200726,"FEB 12, 2003",DAL @ MIL,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,143,-19,MIL
5115,2002-03,Regular Season,0020200726,"FEB 12, 2003",DAL @ MIL,1,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,8,-79,36,MIL
5116,2002-03,Regular Season,0020200726,"FEB 12, 2003",DAL @ MIL,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,-105,59,MIL
5117,2002-03,Regular Season,0020200726,"FEB 12, 2003",DAL @ MIL,2,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,9,56,79,MIL
5118,2002-03,Regular Season,0020200726,"FEB 12, 2003",DAL @ MIL,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,-113,95,MIL
5119,2002-03,Regular Season,0020200726,"FEB 12, 2003",DAL @ MIL,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,11,-115,23,MIL
5120,2002-03,Regular Season,0020200726,"FEB 12, 2003",DAL @ MIL,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-151,-5,MIL
5121,2002-03,Regular Season,0020200726,"FEB 12, 2003",DAL @ MIL,3,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIL
5122,2002-03,Regular Season,0020200726,"FEB 12, 2003",DAL @ MIL,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,164,130,MIL
5123,2002-03,Regular Season,0020200726,"FEB 12, 2003",DAL @ MIL,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,163,64,MIL
5124,2002-03,Regular Season,0020200726,"FEB 12, 2003",DAL @ MIL,3,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,24+ ft.,24,240,69,MIL
5125,2002-03,Regular Season,0020200726,"FEB 12, 2003",DAL @ MIL,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,11,100,64,MIL
5126,2002-03,Regular Season,0020200726,"FEB 12, 2003",DAL @ MIL,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,227,118,MIL
5127,2002-03,Regular Season,0020200726,"FEB 12, 2003",DAL @ MIL,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,110,94,MIL
5128,2002-03,Regular Season,0020200726,"FEB 12, 2003",DAL @ MIL,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIL
5129,2002-03,Regular Season,0020200726,"FEB 12, 2003",DAL @ MIL,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIL
5130,2002-03,Regular Season,0020200726,"FEB 12, 2003",DAL @ MIL,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIL
5131,2002-03,Regular Season,0020200726,"FEB 12, 2003",DAL @ MIL,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,200,158,MIL
5132,2002-03,Regular Season,0020200737,"FEB 14, 2003",DAL @ MEM,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-120,61,MEM
5133,2002-03,Regular Season,0020200737,"FEB 14, 2003",DAL @ MEM,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,136,13,MEM
5134,2002-03,Regular Season,0020200737,"FEB 14, 2003",DAL @ MEM,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,159,202,MEM
5135,2002-03,Regular Season,0020200737,"FEB 14, 2003",DAL @ MEM,1,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,24+ ft.,22,225,-23,MEM
5136,2002-03,Regular Season,0020200737,"FEB 14, 2003",DAL @ MEM,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,149,201,MEM
5137,2002-03,Regular Season,0020200737,"FEB 14, 2003",DAL @ MEM,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,135,5,MEM
5138,2002-03,Regular Season,0020200737,"FEB 14, 2003",DAL @ MEM,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,186,174,MEM
5139,2002-03,Regular Season,0020200737,"FEB 14, 2003",DAL @ MEM,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,187,176,MEM
5140,2002-03,Regular Season,0020200737,"FEB 14, 2003",DAL @ MEM,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,120,38,MEM
5141,2002-03,Regular Season,0020200737,"FEB 14, 2003",DAL @ MEM,3,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MEM
5142,2002-03,Regular Season,0020200737,"FEB 14, 2003",DAL @ MEM,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,-143,117,MEM
5143,2002-03,Regular Season,0020200737,"FEB 14, 2003",DAL @ MEM,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,136,125,MEM
5144,2002-03,Regular Season,0020200737,"FEB 14, 2003",DAL @ MEM,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,107,130,MEM
5145,2002-03,Regular Season,0020200737,"FEB 14, 2003",DAL @ MEM,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,149,79,MEM
5146,2002-03,Regular Season,0020200737,"FEB 14, 2003",DAL @ MEM,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,128,72,MEM
5147,2002-03,Regular Season,0020200737,"FEB 14, 2003",DAL @ MEM,3,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,113,58,MEM
5148,2002-03,Regular Season,0020200737,"FEB 14, 2003",DAL @ MEM,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MEM
5149,2002-03,Regular Season,0020200737,"FEB 14, 2003",DAL @ MEM,4,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,13,-51,120,MEM
5150,2002-03,Regular Season,0020200737,"FEB 14, 2003",DAL @ MEM,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-72,240,MEM
5151,2002-03,Regular Season,0020200745,"FEB 15, 2003",DAL vs. MIA,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,186,87,MIA
5152,2002-03,Regular Season,0020200745,"FEB 15, 2003",DAL vs. MIA,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,66,168,MIA
5153,2002-03,Regular Season,0020200745,"FEB 15, 2003",DAL vs. MIA,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIA
5154,2002-03,Regular Season,0020200745,"FEB 15, 2003",DAL vs. MIA,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,21,-167,133,MIA
5155,2002-03,Regular Season,0020200745,"FEB 15, 2003",DAL vs. MIA,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,95,130,MIA
5156,2002-03,Regular Season,0020200745,"FEB 15, 2003",DAL vs. MIA,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,-74,181,MIA
5157,2002-03,Regular Season,0020200745,"FEB 15, 2003",DAL vs. MIA,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-97,222,MIA
5158,2002-03,Regular Season,0020200745,"FEB 15, 2003",DAL vs. MIA,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,77,168,MIA
5159,2002-03,Regular Season,0020200745,"FEB 15, 2003",DAL vs. MIA,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-135,-8,MIA
5160,2002-03,Regular Season,0020200745,"FEB 15, 2003",DAL vs. MIA,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,158,184,MIA
5161,2002-03,Regular Season,0020200745,"FEB 15, 2003",DAL vs. MIA,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,140,207,MIA
5162,2002-03,Regular Season,0020200745,"FEB 15, 2003",DAL vs. MIA,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,197,148,MIA
5163,2002-03,Regular Season,0020200745,"FEB 15, 2003",DAL vs. MIA,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-92,92,MIA
5164,2002-03,Regular Season,0020200745,"FEB 15, 2003",DAL vs. MIA,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,8,-87,22,MIA
5165,2002-03,Regular Season,0020200745,"FEB 15, 2003",DAL vs. MIA,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,11,87,72,MIA
5166,2002-03,Regular Season,0020200745,"FEB 15, 2003",DAL vs. MIA,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,117,215,MIA
5167,2002-03,Regular Season,0020200745,"FEB 15, 2003",DAL vs. MIA,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,177,79,MIA
5168,2002-03,Regular Season,0020200745,"FEB 15, 2003",DAL vs. MIA,4,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,12,79,92,MIA
5169,2002-03,Regular Season,0020200745,"FEB 15, 2003",DAL vs. MIA,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,156,100,MIA
5170,2002-03,Regular Season,0020200745,"FEB 15, 2003",DAL vs. MIA,4,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,13,36,135,MIA
5171,2002-03,Regular Season,0020200766,"FEB 18, 2003",DAL vs. ATL,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-168,173,ATL
5172,2002-03,Regular Season,0020200766,"FEB 18, 2003",DAL vs. ATL,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,174,46,ATL
5173,2002-03,Regular Season,0020200766,"FEB 18, 2003",DAL vs. ATL,1,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,6,-29,59,ATL
5174,2002-03,Regular Season,0020200766,"FEB 18, 2003",DAL vs. ATL,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,144,194,ATL
5175,2002-03,Regular Season,0020200766,"FEB 18, 2003",DAL vs. ATL,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,-202,10,ATL
5176,2002-03,Regular Season,0020200766,"FEB 18, 2003",DAL vs. ATL,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-171,174,ATL
5177,2002-03,Regular Season,0020200766,"FEB 18, 2003",DAL vs. ATL,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,ATL
5178,2002-03,Regular Season,0020200766,"FEB 18, 2003",DAL vs. ATL,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,10,84,58,ATL
5179,2002-03,Regular Season,0020200766,"FEB 18, 2003",DAL vs. ATL,2,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,ATL
5180,2002-03,Regular Season,0020200766,"FEB 18, 2003",DAL vs. ATL,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,199,64,ATL
5181,2002-03,Regular Season,0020200766,"FEB 18, 2003",DAL vs. ATL,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,-23,140,ATL
5182,2002-03,Regular Season,0020200766,"FEB 18, 2003",DAL vs. ATL,3,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,ATL
5183,2002-03,Regular Season,0020200781,"FEB 20, 2003",DAL vs. SAS,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,204,40,SAS
5184,2002-03,Regular Season,0020200781,"FEB 20, 2003",DAL vs. SAS,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,140,202,SAS
5185,2002-03,Regular Season,0020200781,"FEB 20, 2003",DAL vs. SAS,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,11,-103,48,SAS
5186,2002-03,Regular Season,0020200781,"FEB 20, 2003",DAL vs. SAS,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-122,215,SAS
5187,2002-03,Regular Season,0020200781,"FEB 20, 2003",DAL vs. SAS,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-94,222,SAS
5188,2002-03,Regular Season,0020200781,"FEB 20, 2003",DAL vs. SAS,1,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,SAS
5189,2002-03,Regular Season,0020200781,"FEB 20, 2003",DAL vs. SAS,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,9,84,41,SAS
5190,2002-03,Regular Season,0020200781,"FEB 20, 2003",DAL vs. SAS,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,181,72,SAS
5191,2002-03,Regular Season,0020200781,"FEB 20, 2003",DAL vs. SAS,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,118,126,SAS
5192,2002-03,Regular Season,0020200781,"FEB 20, 2003",DAL vs. SAS,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,23,21,238,SAS
5193,2002-03,Regular Season,0020200781,"FEB 20, 2003",DAL vs. SAS,3,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,SAS
5194,2002-03,Regular Season,0020200781,"FEB 20, 2003",DAL vs. SAS,3,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,24+ ft.,22,228,10,SAS
5195,2002-03,Regular Season,0020200781,"FEB 20, 2003",DAL vs. SAS,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,21,154,148,SAS
5196,2002-03,Regular Season,0020200781,"FEB 20, 2003",DAL vs. SAS,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-163,184,SAS
5197,2002-03,Regular Season,0020200781,"FEB 20, 2003",DAL vs. SAS,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,23,130,201,SAS
5198,2002-03,Regular Season,0020200781,"FEB 20, 2003",DAL vs. SAS,4,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,24+ ft.,23,232,10,SAS
5199,2002-03,Regular Season,0020200781,"FEB 20, 2003",DAL vs. SAS,4,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,24+ ft.,23,-232,-8,SAS
5200,2002-03,Regular Season,0020200789,"FEB 21, 2003",DAL @ HOU,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,205,132,HOU
5201,2002-03,Regular Season,0020200789,"FEB 21, 2003",DAL @ HOU,1,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,8,140,HOU
5202,2002-03,Regular Season,0020200789,"FEB 21, 2003",DAL @ HOU,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,-113,153,HOU
5203,2002-03,Regular Season,0020200789,"FEB 21, 2003",DAL @ HOU,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,135,156,HOU
5204,2002-03,Regular Season,0020200789,"FEB 21, 2003",DAL @ HOU,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,149,86,HOU
5205,2002-03,Regular Season,0020200789,"FEB 21, 2003",DAL @ HOU,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,HOU
5206,2002-03,Regular Season,0020200789,"FEB 21, 2003",DAL @ HOU,2,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,24+ ft.,22,225,20,HOU
5207,2002-03,Regular Season,0020200789,"FEB 21, 2003",DAL @ HOU,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,-44,166,HOU
5208,2002-03,Regular Season,0020200789,"FEB 21, 2003",DAL @ HOU,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,HOU
5209,2002-03,Regular Season,0020200789,"FEB 21, 2003",DAL @ HOU,2,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,HOU
5210,2002-03,Regular Season,0020200789,"FEB 21, 2003",DAL @ HOU,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,-6,207,HOU
5211,2002-03,Regular Season,0020200789,"FEB 21, 2003",DAL @ HOU,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-100,137,HOU
5212,2002-03,Regular Season,0020200789,"FEB 21, 2003",DAL @ HOU,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,HOU
5213,2002-03,Regular Season,0020200789,"FEB 21, 2003",DAL @ HOU,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,151,194,HOU
5214,2002-03,Regular Season,0020200789,"FEB 21, 2003",DAL @ HOU,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,223,115,HOU
5215,2002-03,Regular Season,0020200789,"FEB 21, 2003",DAL @ HOU,3,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,10,-97,35,HOU
5216,2002-03,Regular Season,0020200789,"FEB 21, 2003",DAL @ HOU,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,115,127,HOU
5217,2002-03,Regular Season,0020200789,"FEB 21, 2003",DAL @ HOU,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,-115,156,HOU
5218,2002-03,Regular Season,0020200789,"FEB 21, 2003",DAL @ HOU,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,HOU
5219,2002-03,Regular Season,0020200789,"FEB 21, 2003",DAL @ HOU,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,135,36,HOU
5220,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,161,94,WAS
5221,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,1,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,14,-51,135,WAS
5222,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,186,20,WAS
5223,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,27,-205,187,WAS
5224,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,28,176,WAS
5225,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,-5,0,WAS
5226,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,181,174,WAS
5227,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,2,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,3,28,15,WAS
5228,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,2,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,11,51,100,WAS
5229,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,3,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,14,-61,128,WAS
5230,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,3,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,10,3,WAS
5231,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,144,206,WAS
5232,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,171,120,WAS
5233,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-223,105,WAS
5234,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,187,-19,WAS
5235,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,3,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,24+ ft.,23,-230,54,WAS
5236,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,163,87,WAS
5237,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,-191,66,WAS
5238,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,4,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,94,91,WAS
5239,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-212,125,WAS
5240,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-192,158,WAS
5241,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,5,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,11,-66,100,WAS
5242,2002-03,Regular Season,0020200800,"FEB 23, 2003",DAL @ WAS,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,28,154,235,WAS
5243,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,140,209,ORL
5244,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,94,146,ORL
5245,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,161,7,ORL
5246,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,136,233,ORL
5247,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-2,169,ORL
5248,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,1,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,135,64,ORL
5249,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-177,189,ORL
5250,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,1,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,ORL
5251,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,1,Made Shot,Running Hook Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,ORL
5252,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,103,143,ORL
5253,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,10,-102,-8,ORL
5254,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,2,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,7,-16,69,ORL
5255,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,-115,237,ORL
5256,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,125,100,ORL
5257,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,189,176,ORL
5258,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,3,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,10,87,51,ORL
5259,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,159,202,ORL
5260,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,112,238,ORL
5261,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,4,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,120,71,ORL
5262,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,4,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,7,16,76,ORL
5263,2002-03,Regular Season,0020200813,"FEB 25, 2003",DAL @ ORL,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,192,169,ORL
5264,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,126,217,SAC
