id,year,season_type,game_id,game_date,game_teams,period,result,shot_type,shot_value,shot_zone,shot_range,shot_distance,shot_xlocation,shot_ylocation,opponent
5265,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,136,201,SAC
5266,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-161,18,SAC
5267,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,118,214,SAC
5268,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,1,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,14,-71,125,SAC
5269,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,108,179,SAC
5270,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,169,110,SAC
5271,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,22,-151,166,SAC
5272,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,SAC
5273,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,-79,181,SAC
5274,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,167,69,SAC
5275,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,3,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,SAC
5276,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,215,112,SAC
5277,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-133,204,SAC
5278,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,172,118,SAC
5279,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-141,56,SAC
5280,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,-115,46,SAC
5281,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,166,178,SAC
5282,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,156,59,SAC
5283,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,200,0,SAC
5284,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,4,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,SAC
5285,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,158,30,SAC
5286,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-158,12,SAC
5287,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,5,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,5,-33,48,SAC
5288,2002-03,Regular Season,0020200832,"FEB 27, 2003",DAL vs. SAC,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,153,17,SAC
5289,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,156,79,MEM
5290,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-171,169,MEM
5291,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,21,-181,112,MEM
5292,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,189,-3,MEM
5293,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,2,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,4,27,35,MEM
5294,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,2,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,7,-71,36,MEM
5295,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-186,160,MEM
5296,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MEM
5297,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,199,17,MEM
5298,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,2,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,12,-72,107,MEM
5299,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,2,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MEM
5300,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,135,87,MEM
5301,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,49,196,MEM
5302,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,-200,59,MEM
5303,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,3,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,24+ ft.,23,232,8,MEM
5304,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,3,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MEM
5305,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,39,178,MEM
5306,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,163,184,MEM
5307,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,169,54,MEM
5308,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-29,242,MEM
5309,2002-03,Regular Season,0020200846,"MAR 01, 2003",DAL vs. MEM,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-133,204,MEM
5310,2002-03,Regular Season,0020200867,"MAR 04, 2003",DAL vs. NJN,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,29,240,NJN
5311,2002-03,Regular Season,0020200867,"MAR 04, 2003",DAL vs. NJN,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,121,145,NJN
5312,2002-03,Regular Season,0020200867,"MAR 04, 2003",DAL vs. NJN,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,123,209,NJN
5313,2002-03,Regular Season,0020200867,"MAR 04, 2003",DAL vs. NJN,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,9,85,48,NJN
5314,2002-03,Regular Season,0020200867,"MAR 04, 2003",DAL vs. NJN,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,22,204,94,NJN
5315,2002-03,Regular Season,0020200867,"MAR 04, 2003",DAL vs. NJN,3,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,NJN
5316,2002-03,Regular Season,0020200867,"MAR 04, 2003",DAL vs. NJN,3,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,24+ ft.,23,230,56,NJN
5317,2002-03,Regular Season,0020200867,"MAR 04, 2003",DAL vs. NJN,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,181,82,NJN
5318,2002-03,Regular Season,0020200867,"MAR 04, 2003",DAL vs. NJN,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,NJN
5319,2002-03,Regular Season,0020200867,"MAR 04, 2003",DAL vs. NJN,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-156,191,NJN
5320,2002-03,Regular Season,0020200867,"MAR 04, 2003",DAL vs. NJN,3,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,6,-25,64,NJN
5321,2002-03,Regular Season,0020200867,"MAR 04, 2003",DAL vs. NJN,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,NJN
5322,2002-03,Regular Season,0020200867,"MAR 04, 2003",DAL vs. NJN,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-102,132,NJN
5323,2002-03,Regular Season,0020200867,"MAR 04, 2003",DAL vs. NJN,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,179,26,NJN
5324,2002-03,Regular Season,0020200867,"MAR 04, 2003",DAL vs. NJN,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-82,235,NJN
5325,2002-03,Regular Season,0020200867,"MAR 04, 2003",DAL vs. NJN,4,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,NJN
5326,2002-03,Regular Season,0020200867,"MAR 04, 2003",DAL vs. NJN,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,NJN
5327,2002-03,Regular Season,0020200867,"MAR 04, 2003",DAL vs. NJN,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,190,153,NJN
5328,2002-03,Regular Season,0020200867,"MAR 04, 2003",DAL vs. NJN,4,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,10,74,68,NJN
5329,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,171,174,MIA
5330,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,1,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,13,-59,117,MIA
5331,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,166,107,MIA
5332,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,136,158,MIA
5333,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,5,145,MIA
5334,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,1,Missed Shot,Hook Shot,2PT Field Goal,Mid-Range,8-16 ft.,8,84,0,MIA
5335,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,135,199,MIA
5336,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,1,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIA
5337,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIA
5338,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,59,189,MIA
5339,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,39,143,MIA
5340,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,163,69,MIA
5341,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-197,156,MIA
5342,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,3,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,14,80,120,MIA
5343,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-120,115,MIA
5344,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,84,156,MIA
5345,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,4,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,5,-26,46,MIA
5346,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,148,192,MIA
5347,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,138,127,MIA
5348,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,159,192,MIA
5349,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,21,135,164,MIA
5350,2002-03,Regular Season,0020200887,"MAR 07, 2003",DAL @ MIA,4,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,24+ ft.,23,-230,2,MIA
5351,2002-03,Regular Season,0020200897,"MAR 08, 2003",DAL vs. UTA,1,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,24+ ft.,23,-230,12,UTA
5352,2002-03,Regular Season,0020200897,"MAR 08, 2003",DAL vs. UTA,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,-105,146,UTA
5353,2002-03,Regular Season,0020200897,"MAR 08, 2003",DAL vs. UTA,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,112,215,UTA
5354,2002-03,Regular Season,0020200897,"MAR 08, 2003",DAL vs. UTA,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,67,237,UTA
5355,2002-03,Regular Season,0020200897,"MAR 08, 2003",DAL vs. UTA,1,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,UTA
5356,2002-03,Regular Season,0020200897,"MAR 08, 2003",DAL vs. UTA,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,171,36,UTA
5357,2002-03,Regular Season,0020200897,"MAR 08, 2003",DAL vs. UTA,2,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,7,11,71,UTA
5358,2002-03,Regular Season,0020200897,"MAR 08, 2003",DAL vs. UTA,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,179,56,UTA
5359,2002-03,Regular Season,0020200897,"MAR 08, 2003",DAL vs. UTA,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,164,176,UTA
5360,2002-03,Regular Season,0020200897,"MAR 08, 2003",DAL vs. UTA,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,20,145,UTA
5361,2002-03,Regular Season,0020200897,"MAR 08, 2003",DAL vs. UTA,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,95,150,UTA
5362,2002-03,Regular Season,0020200897,"MAR 08, 2003",DAL vs. UTA,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,-103,161,UTA
5363,2002-03,Regular Season,0020200897,"MAR 08, 2003",DAL vs. UTA,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,23,128,202,UTA
5364,2002-03,Regular Season,0020200897,"MAR 08, 2003",DAL vs. UTA,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,205,135,UTA
5365,2002-03,Regular Season,0020200897,"MAR 08, 2003",DAL vs. UTA,4,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,7,-57,46,UTA
5366,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,1,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,4,34,31,MIN
5367,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,1,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,3,21,30,MIN
5368,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,87,166,MIN
5369,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,71,179,MIN
5370,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIN
5371,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIN
5372,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,1,Missed Shot,Dunk Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIN
5373,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,140,-1,MIN
5374,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,97,145,MIN
5375,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIN
5376,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,2,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIN
5377,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,2,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,3,31,25,MIN
5378,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,2,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,7,13,72,MIN
5379,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIN
5380,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIN
5381,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-164,179,MIN
5382,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,2,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIN
5383,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,2,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIN
5384,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,21,210,17,MIN
5385,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,21,113,178,MIN
5386,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,3,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIN
5387,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIN
5388,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,110,148,MIN
5389,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,205,35,MIN
5390,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,3,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,12,-64,105,MIN
5391,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,3,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,24+ ft.,23,-237,-3,MIN
5392,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,3,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIN
5393,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-168,186,MIN
5394,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,4,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIN
5395,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,179,166,MIN
5396,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,195,141,MIN
5397,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,4,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,4,36,22,MIN
5398,2002-03,Regular Season,0020200911,"MAR 10, 2003",DAL vs. MIN,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIN
5399,2002-03,Regular Season,0020200932,"MAR 13, 2003",DAL @ SEA,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,135,68,SEA
5400,2002-03,Regular Season,0020200932,"MAR 13, 2003",DAL @ SEA,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,232,114,SEA
5401,2002-03,Regular Season,0020200932,"MAR 13, 2003",DAL @ SEA,1,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,15,-74,138,SEA
5402,2002-03,Regular Season,0020200932,"MAR 13, 2003",DAL @ SEA,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,59,252,SEA
5403,2002-03,Regular Season,0020200932,"MAR 13, 2003",DAL @ SEA,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,205,145,SEA
5404,2002-03,Regular Season,0020200932,"MAR 13, 2003",DAL @ SEA,1,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,21,0,SEA
5405,2002-03,Regular Season,0020200932,"MAR 13, 2003",DAL @ SEA,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,-166,95,SEA
5406,2002-03,Regular Season,0020200932,"MAR 13, 2003",DAL @ SEA,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-66,155,SEA
5407,2002-03,Regular Season,0020200932,"MAR 13, 2003",DAL @ SEA,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,233,89,SEA
5408,2002-03,Regular Season,0020200932,"MAR 13, 2003",DAL @ SEA,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,SEA
5409,2002-03,Regular Season,0020200932,"MAR 13, 2003",DAL @ SEA,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,172,189,SEA
5410,2002-03,Regular Season,0020200932,"MAR 13, 2003",DAL @ SEA,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-151,206,SEA
5411,2002-03,Regular Season,0020200932,"MAR 13, 2003",DAL @ SEA,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,136,-3,SEA
5412,2002-03,Regular Season,0020200932,"MAR 13, 2003",DAL @ SEA,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,SEA
5413,2002-03,Regular Season,0020200932,"MAR 13, 2003",DAL @ SEA,3,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,14,67,130,SEA
5414,2002-03,Regular Season,0020200932,"MAR 13, 2003",DAL @ SEA,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,227,109,SEA
5415,2002-03,Regular Season,0020200932,"MAR 13, 2003",DAL @ SEA,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,189,189,SEA
5416,2002-03,Regular Season,0020200932,"MAR 13, 2003",DAL @ SEA,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-79,148,SEA
